gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
Prkar2a	1.3279034782871255	4.708878610111472	6.732281527341609	0.0001550978793192164	0.000585100754328866	0.787151521358707
Sirt2	0.8449798675886777	5.720732084496393	6.731979599233494	0.0001551455637003385	0.000585100754328866	0.6597854315958127
Map2k4	1.7454726896084987	6.276902978426596	6.72709549903119	0.00015591918341198758	0.0005868067619803417	0.6166937574710936
Rhno1	1.021176702155227	5.607227803295422	6.70858380944198	0.00015889036785575803	0.0005971429039427573	0.6443264352870575
Gpr160	0.8248497618055612	7.3765161622248145	6.706838999086186	0.00015917363241060254	0.0005980187022658989	0.5820209398214207
Abhd10	0.9017983121685855	5.4316227413372475	6.70207323150896	0.00015995019336461635	0.0006005572381580328	0.6551458413741571
Cep135	1.097051706994793	4.620409529307547	6.7000486972949345	0.00016028135100359145	0.0006014212937436999	0.7656365802723997
Ndfip1	0.9041486818992643	6.2332379036023	6.696726002370269	0.00016082649820864758	0.0006027070467963985	0.5848039174874966
Dynlt1f	1.2384512278228614	4.368255484020193	6.695358557689341	0.0001610514478164476	0.0006033601440222231	0.8025353418340329
Dnajc13	0.8090039278100605	6.330855601900764	6.692909455393189	0.0001614552051763828	0.0006046825016766321	0.5759757778552679
Pcgf5	1.12986597297217	5.820657600722629	6.690713354186274	0.0001618182060723738	0.0006058514344332334	0.6052020484626635
Prkag2	1.2447202976815355	4.647609294235979	6.689857430130733	0.00016195992924054328	0.0006061914233064786	0.7498689196671595
Flii	1.0375287746146578	7.860998238472565	6.685578023971604	0.00016267057378485046	0.0006075143825227194	0.5696080588632846
Ccni	0.8741970049600463	6.388456566289903	6.684414963266493	0.00016286430947065326	0.0006078677827240104	0.564100865946151
Mad2l1	0.8882631952612181	7.612275894434449	6.6843969449757	0.00016286731285818857	0.0006078677827240104	0.5615391827637826
Gm10184	2.0389105620684225	4.3232899349261755	6.682199112707651	0.000163234119891125	0.0006088550850324982	0.7955600634655839
Rnf113a1	1.804173287117473	3.1115715802940067	6.6806519465939616	0.00016349288253594756	0.0006091898993066129	1.0085107471917318
Eif1	0.9411564195462621	7.61924223521267	6.680438899136039	0.00016352855015823407	0.0006091898993066129	0.5572532923038409
Krtcap3	3.7524944400117497	1.1982544958459156	6.6767909157273335	0.00016414062060963138	0.0006108966017437546	1.2791848460112973
Fmnl3	1.788462222895153	4.861623540464232	6.667977781316295	0.00016562980780287376	0.0006158614902251764	0.6916251978780936
Csrnp1	1.7016921048690485	4.462710139828007	6.665219305655992	0.00016609898588449602	0.00061722051371436	0.7529546242074137
Ube2s	1.5134565099401973	4.3625263617547505	6.6628921826464245	0.00016649594115057478	0.0006183096304861957	0.7673166872636346
Mknk1	0.911357951619995	6.273092535415154	6.65517460280568	0.0001678199228584393	0.0006220697112760696	0.5362687851726289
Ywhab	0.9232958734640153	8.804524894374419	6.655162947420203	0.00016782193117913114	0.0006220697112760696	0.570423264669838
Dnmbp	1.7527945758839207	4.182913140897417	6.653399647495273	0.00016812606922102406	0.000622179100531862	0.7877800858130826
Trip4	0.8773108365513274	5.534383365194761	6.653228314622517	0.00016815565361551294	0.000622179100531862	0.5895211546056238
Diaph2	1.1584554350178458	5.33186505497978	6.653174263869525	0.0001681649878642308	0.000622179100531862	0.6116435391082948
Whsc1	0.8977733424759693	7.154361143950893	6.6482405259197215	0.00016901943589863345	0.0006250242359112905	0.5134851209942344
Gm13237	2.0840400801704804	4.821518963900733	6.648128025103996	0.00016903897527585716	0.0006250242359112905	0.6755591135237609
Eps15	1.026455399939171	7.143425247285037	6.646914453193624	0.00016924991001334032	0.0006256098815954145	0.5119087224548924
Xiap	0.9444109433825405	5.660601921681582	6.644765416888264	0.00016962415587699252	0.0006267986343486881	0.5676559341492826
Qprt	1.8702929128000312	1.9304806118719164	6.643310560756572	0.0001698780330112648	0.0006275419984586158	1.1417496673945626
Ttk	1.1981649576566378	6.18464985564507	6.633860939635553	0.00017153729573125332	0.0006332784629383882	0.516634662810171
Natd1	1.482623497299128	4.392582848108004	6.630934838356908	0.00017205472204471922	0.0006344018335907177	0.7264293477362411
Ccnyl1	1.878152121738156	2.7653332665389248	6.6274926809094845	0.00017266561566564757	0.000636063372560396	1.0052159729305217
Slc16a6	1.0416227664452897	5.9394801020410215	6.6177976083481544	0.00017439918043878603	0.0006414571029670023	0.5140674642672236
Rab1b	0.7951200476781555	7.873169408627375	6.611044432153034	0.000175618087713398	0.0006453422692332459	0.48605735973466224
Hist1h1e	2.4659326428523	1.940691431979855	6.609052034449387	0.0001759795022129905	0.000646256829102583	1.1029987371079857
Wdr37	1.074144973924235	5.1783337455051335	6.60480740527964	0.00017675221201082013	0.0006481095892210732	0.5760307834716407
Psen1	0.8143709904657035	7.803516100450009	6.604261973747227	0.00017685177655578878	0.000648275015909243	0.4762856031386207
Cflar	0.7871470441702586	6.9737437185896605	6.596637687160816	0.00017825005130864345	0.0006529984956556027	0.4545341301936894
Tbkbp1	3.9145237656918885	4.147964515849231	6.583077224028275	0.00018076733515751627	0.0006616095580649827	0.7150677651488602
Sft2d2	0.8928492454458237	6.665415201754763	6.574674418941026	0.00018234690799521152	0.0006663665704699166	0.4324446460842033
Nos1ap	2.9777568903925653	3.874760404795142	6.574182519778501	0.00018243984803786425	0.0006665016356977023	0.7540432821280554
Hk2	0.7766177936057863	7.013590842581794	6.573704512461906	0.00018253021355315308	0.0006666272155103805	0.4285199509075035
Cd86	2.600164750778799	1.4084566344862168	6.572859139045357	0.00018269014953565898	0.000667006721978398	1.1378279179711424
Rph3a	3.998700934889011	0.1774269346234496	6.570037277573204	0.0001832251404312481	0.0006685499607644621	1.2767046329480758
Ddx60	2.794852738789709	3.4675174064974605	6.569070128918203	0.00018340889881727636	0.0006690154256490478	0.8226817874074817
Arrb1	0.9737966953137569	6.027679908132919	6.5680027549964235	0.00018361193674732495	0.0006695509093150539	0.4514820106827724
Zswim8	1.1710268813115965	4.649027390858859	6.56755822782613	0.00018369656890498558	0.0006696544241833307	0.6122939623171497
Syap1	2.821630543787802	4.430777965842246	6.564998339307426	0.0001841847788873623	0.000671023248908487	0.6457493077127303
Rab7	0.8488967517587351	8.627821729519987	6.557929355991949	0.000185540414063997	0.0006745173037697551	0.4531302323798787
Ncapd2	0.7820517595775556	8.444820737317949	6.555400071344315	0.00018602813923609932	0.0006756607482098706	0.44288483902527354
Gng5	1.3454922699657317	4.607146771842258	6.552458652417577	0.0001865971214874438	0.0006769120440065526	0.6020389795157248
Brd8	0.7704854828778203	7.76588041344402	6.550225644391102	0.00018703035576871823	0.000678277007548693	0.41391907719602905
Itsn2	1.9631034036812203	6.8617827774561775	6.549484702193262	0.00018717435453486945	0.0006785925289561984	0.4013795057473075
Sowahc	1.54270046990435	5.16459569771354	6.545063602679767	0.00018803612871594636	0.0006800601909149628	0.5101947848718664
Casz1	1.0766527513338184	3.9995973972410868	6.542546937801129	0.00018852864453739672	0.000680807413364345	0.6958111141836083
Naip2	0.8024606428571515	6.3952409327554385	6.540877878141113	0.00018885606951194215	0.000681725785614559	0.4016101987230414
Wwp2	0.8377743524016985	7.412540444688696	6.533057879378245	0.00019039854602805766	0.0006863109564063138	0.38631071907300374
Polg	1.6650630828311845	6.942363040455689	6.531756304689673	0.00019065662887455208	0.000687033239521918	0.3808743042321101
Smc1a	0.8237447643890814	8.211084183163077	6.529635654970746	0.00019107795136778834	0.000688134933147274	0.4048212327356424
Cep55	1.0434502725861066	5.734333844305396	6.528801127005971	0.0001912440344691997	0.0006885247881434206	0.4295630630076994
C2cd2l	1.873756580998395	3.378320395489437	6.525937179205001	0.00019181521686805739	0.0006901637872562983	0.7902758354694459
Pltp	4.878408556231088	-1.962598461200061	6.525532713207199	0.0001918960350521325	0.0006902459798582143	1.1914002641896682
Rab11b-ps2	1.0140528326844196	4.338936944995445	6.524926492017432	0.00019201723739934563	0.0006902777770616212	0.616108848842523
Snx27	1.1342478599957007	5.954213069758497	6.524908531092818	0.0001920208296344775	0.0006902777770616212	0.40758975357919347
Dennd2a	2.0627929791014448	2.238808811343963	6.516584092713152	0.00019369376983120398	0.0006952420933404627	0.9598288830403892
Adcy4	3.2085337185503002	-0.3478130679212839	6.514813314267796	0.000194051714091012	0.000696107173235188	1.244854870727889
Nfkbid	1.3660649010405095	5.005784402768843	6.501130739044353	0.0001968422997872896	0.000705267656114195	0.4818949105744643
Ccne2	0.8870772304138574	6.747051672737108	6.497525401638396	0.00019758498315150126	0.0007075027998200824	0.34326773982379777
Rnf144b	1.8485197974671048	4.863930973167855	6.489968765553117	0.00019915169219579754	0.0007125794318357246	0.4900671289979144
H2afv	1.2642653422479988	5.380613457221521	6.489821838032749	0.00019918229037034198	0.0007125794318357246	0.42087229328317477
Plec	0.8721188609185564	7.236107072238948	6.486403078139082	0.00019989572918367808	0.0007144877068930865	0.33044486351977476
Vill	1.4685999665994762	6.372756718097444	6.484466499327194	0.00020030111477407054	0.0007155035679323026	0.33798375337327347
Ppp6c	0.9470967958664662	7.2170857760058915	6.483533390172293	0.00020049676776876844	0.0007157764668830456	0.3269456156364887
Cebpd	3.551388980308479	6.0062269411370846	6.475559069054412	0.00020217745951744403	0.0007204803451106521	0.3474556693572399
Ccdc61	0.9975576288578036	4.64240962802137	6.475020554066233	0.00020229151887433757	0.0007206711022495102	0.5082341262290218
Cited2	2.823553721684045	4.325931252596512	6.472193885960303	0.00020289138528667514	0.000722375847255728	0.5583882170932712
Sfswap	1.172397127445401	5.498501238325931	6.468928351032761	0.00020358683671569425	0.0007246235420834034	0.38408811470939863
Cdkn2aipnl	0.716985962318331	7.248371184181793	6.468088438668587	0.00020376613630902356	0.0007246235420834034	0.3095704059808453
Itgal	0.7722972277345912	7.7463885231305225	6.463606219768554	0.00020472593143023906	0.0007273981772958611	0.31436272043803903
Gm21975	1.9944689458679767	4.702976489766797	6.463588868369259	0.00020472965665365618	0.0007273981772958611	0.48524740101555164
Tnfaip8l1	1.8144227826116097	3.1342696860097465	6.460792798134562	0.00020533093365010803	0.0007289590446133149	0.7593673096671161
Zfp821	2.1172223105094012	2.1832334190462186	6.460691987750626	0.00020535264871771025	0.0007289590446133149	0.9054436572827429
Brd4	0.8090836893422892	6.529990539486597	6.460262561712844	0.0002054451777144893	0.0007290701299161578	0.3048611276352151
Spc24	1.086314164354258	6.77709957167027	6.458451016869133	0.0002058360214511762	0.000730021945605512	0.29805283424950524
Lrrc27	2.270362765784128	2.332828201017498	6.445908512542872	0.00020856474679978234	0.0007383799807904278	0.8675273136795596
Skint4	3.0817579363391765	-0.2968976665645943	6.442826096223951	0.00020924145855018384	0.0007402577768429106	1.1696286725276943
Relb	1.9280596950832614	2.0636315117746014	6.442643237005386	0.00020928167956099758	0.0007402577768429106	0.9021087733980124
Calcrl	1.5126109212076662	4.985624129678243	6.44159247657567	0.00020951296654062685	0.0007408557706066835	0.41668698358280754
Gpr108	0.8188253186379768	6.581069586780596	6.435211572723892	0.0002109235756085936	0.0007451798490195595	0.274789314913118
Cd80	2.3571884494439383	1.1970399469684212	6.432910072964926	0.00021143493595522726	0.0007463394195267937	1.0155944576513312
H2-T24	1.5233080136648818	4.261592073686051	6.430049078721711	0.0002120725198647391	0.0007481748091868845	0.521394515083708
Parvg	0.8300981144688198	9.245521032045337	6.429709480667916	0.00021214834166092072	0.0007481748091868845	0.3334376353205979
Gm8091	5.825382136208432	-0.3689515704927288	6.425070147058542	0.00021318716907416338	0.0007511708893154748	1.1536468334510408
Dmpk	3.412647170980117	-0.14254424722223336	6.420313190402047	0.0002142581770242717	0.0007537222376972853	1.139875497989812
Mob1a	0.9908817721652028	8.517351000642437	6.42021336853196	0.0002142807151087265	0.0007537222376972853	0.29099196696564533
Cep120	0.7367999474465838	5.869204960011395	6.416678826145342	0.00021508044671436744	0.00075549877509035	0.2897636436363209
Hist1h1c	1.1468873769444596	4.147100531320882	6.416533233690642	0.000215113459394951	0.00075549877509035	0.5261180027782286
Fem1c	1.007397826092208	6.092023327496577	6.414911978677651	0.0002154814531559801	0.0007561220693413201	0.2722249738018281
Lrif1	1.2459001285684757	5.078303816251926	6.414484924826441	0.00021557850194358567	0.000756239730153309	0.37232772389661406
Rnasek	1.342586673051382	3.818683264650017	6.414133098115973	0.00021565849152459598	0.0007562974963451663	0.5828607514240236
Paxip1	0.9110582218553143	6.239637337899465	6.409473984490946	0.00021672086451202826	0.0007597993559717929	0.25774915556948663
Dlgap4	1.1423786758000358	4.344566821660745	6.401664035599534	0.00021851469325071923	0.0007652986775528052	0.47444212485113546
Wrn	0.8803330184167075	6.206628443911123	6.401525877609908	0.00021854657346544073	0.0007652986775528052	0.2501746349634475
Senp7	0.9492314297853008	5.71052945204225	6.400019031858407	0.00021889461497849895	0.0007661959536320263	0.28393898209360025
Hpgd	3.4477652185511425	1.2084662040204306	6.399859422455351	0.00021893151639981132	0.0007661959536320263	0.9775859050470288
Mlx	0.8393238391607296	7.024435753102111	6.391276542416675	0.00022092602721185232	0.0007722681385743728	0.21939058178381377
Rcor1	0.7762915116398146	5.808481636738085	6.381876253819743	0.00022313356415432637	0.0007790698577188885	0.25449267142381693
Ctnna1	1.0602874802825717	6.382132921679401	6.37937520540097	0.000223725001716727	0.0007806769843022719	0.21650359462330293
Tiam1	0.8112905729877387	5.34686444649822	6.374795437320377	0.00022481250278374358	0.0007842419156587316	0.29243772824931913
Fbxl17	2.30559723113563	2.4032006429813695	6.374049378800806	0.00022499021288350425	0.0007846319492065032	0.7763919118524667
Spin1	0.7178153047589211	6.6109773580923745	6.351024583105772	0.00023055175692902283	0.0008023821157547342	0.17663095457943534
Ggta1	0.7509055839738492	7.1266790816937355	6.3443598794834	0.00023218981529224712	0.0008071392528086114	0.16539619496471936
Ppm1a	1.3610489604140197	4.3829421509072315	6.3430181687487615	0.00023252113523839678	0.0008078192693750663	0.4001780341758785
Cnst	0.9241927849161797	5.374967318676052	6.339983727069736	0.0002332723840428033	0.0008092485444095619	0.24879888257842175
Prkci	1.4781090869561337	4.806570797553798	6.338060114446887	0.00023375000931660482	0.0008104332006183742	0.32418394360723823
Sin3a	0.7378769038355939	6.972804203787632	6.335788865340962	0.00023431534303179516	0.0008116496068368964	0.15492452879286311
Pgm2	0.7796992275164545	6.823109166018921	6.335555407062449	0.0002343735384096464	0.0008116496068368964	0.15532299797740912
Slmap	1.0050787503848184	5.7956567893505415	6.3272019026368085	0.00023646640707337396	0.0008174706860091726	0.19208408070136507
Ncoa1	0.9983597383985603	4.383758456615598	6.3181894619062495	0.0002387475493781139	0.000824638329821823	0.37127381455792285
Sos2	0.8261901129722604	5.171552008969547	6.316473656404397	0.00023918458676741667	0.0008259082627763523	0.2463872259796558
Rasgef1a	6.16025711041277	-0.5413683835376196	6.306509776963824	0.00024174004842597916	0.0008337650685283047	1.0356552039009426
Arhgef6	0.9517909802448745	8.132577453079202	6.301991579794499	0.00024290877007830992	0.0008373108907215859	0.13928938738166696
Cln3	0.9622225172855039	5.3082394938342405	6.301272462604506	0.00024309535923379335	0.0008377115331512428	0.21159092954652436
Dcaf12	0.7180811665118707	7.599880254176586	6.299188422583893	0.0002436369995419308	0.0008390923102534648	0.12007792018325869
Med30	1.4029599149083332	4.142620548557438	6.29600705384604	0.0002444664075497676	0.0008417053349588007	0.38788485311548015
Eif4e3	0.8129426859560951	6.001930563866237	6.294607133785991	0.00024483236566226143	0.0008423382411043511	0.13821806406740844
BC052040	1.4480003781920998	4.4817472189099075	6.294034376958184	0.0002449822664941839	0.0008423382411043511	0.32647266824747234
Ppp2r2d	1.3024852010331216	3.850268110442413	6.293951462083716	0.00024500397521790425	0.0008423382411043511	0.4387214940575115
Tmx3	1.0598614608757417	6.934446433196392	6.28844535236451	0.00024645034903377926	0.0008465136635692973	0.09973894470435596
Adam22	2.3458514061168527	1.594180554332633	6.288246180888938	0.0002465028449180878	0.0008465136635692973	0.7959052308660564
Ripk1	1.638668033392083	6.299934669092131	6.284905667132701	0.0002473851519617205	0.0008490537962687356	0.10998747731425418
Pqlc3	0.8025830522419675	6.299969792905689	6.282918134073869	0.00024791176039215226	0.0008506159709593559	0.10765829025799256
Crot	0.7755112544590848	6.346752297005776	6.277396959113018	0.0002493811367843537	0.0008549184608564685	0.09908624188397486
Birc3	1.1773615359134437	5.591128170391024	6.276387657093913	0.0002496507857603736	0.000855527414027732	0.15151571034209166
Gak	0.7267666283071099	6.6152186810507505	6.276194290399205	0.00024970248309645295	0.000855527414027732	0.0891611153238987
Fam107b	0.8906670763632221	9.92098703759875	6.274391406472658	0.0002501850606226312	0.0008561958790500547	0.18621408239288328
Golph3	1.2967543643460617	6.069435515135391	6.274159422021342	0.0002502472306181914	0.0008561958790500547	0.10985953041539265
Diaph1	1.26227738230817	5.711052223067098	6.272562426098088	0.0002506756762463882	0.0008568660326535215	0.1355948174570374
Plin5	5.237288519796334	-0.4266076804273513	6.27169999433233	0.0002509073882444383	0.0008571889137556048	0.9962948452848135
Spty2d1	0.8239649287166957	6.160332364127313	6.269182884374945	0.00025158502130372633	0.0008587646971451163	0.09861793417309883
Calm3	0.7865526537647431	7.3033885571934825	6.2678581691541755	0.0002519424605607238	0.0008597383019306327	0.0778107924731204
Gm9949	3.692052691683336	-0.7412638396993829	6.266959804167738	0.0002521851796845476	0.0008600682619752035	0.9976129965352056
Nr1h2	0.7892857860661069	6.4470762060187266	6.266698346368351	0.0002522558685383345	0.0008600682619752035	0.08276326959916158
Rbbp8	0.903058015582423	6.4614138331137445	6.266149942926034	0.0002524042083542026	0.0008603276566461885	0.08161357591109208
Lamtor3	0.9040227859178538	6.105477310930819	6.264847623292454	0.0002527568641716871	0.0008612831210154856	0.09677820686784155
Hlf	1.2896009395725052	3.339847209815327	6.264498404724025	0.0002528515217600773	0.0008613591468027126	0.49892284268433684
Ncaph2	0.7391131961170947	8.349750994593657	6.259676153911739	0.00025416263018450164	0.000865577881858317	0.09763898653594971
Trappc6b	1.534606428839397	5.683254154212538	6.252135124313382	0.0002562280180282878	0.0008716145093270841	0.1142237585235959
Sp2	0.8671167874202004	5.035584783564357	6.249676997982029	0.0002569052667533061	0.0008734192192932218	0.18685055037552178
Susd1	1.0655867714800058	6.565586854340002	6.248420066965533	0.0002572523328265227	0.000874349493186577	0.05772881737353863
Rbfa	0.9779169861634509	6.581135743798641	6.240807646427987	0.0002593653848913141	0.0008807770315219582	0.04840601890758123
Rab5c	0.7639851787503611	6.637575935188258	6.23878745500561	0.00025992936198216234	0.000882188991949722	0.044733502054018714
Phf2	1.0759809884796296	3.8356957355004777	6.238118404823709	0.0002601164392281793	0.0008825723355516394	0.37650764229028333
Sp4	2.099281876864576	4.2960979529908965	6.237028844003559	0.0002604214163730513	0.0008833553798682476	0.291926967853704
Gcc2	0.8770299385440854	5.51283268702579	6.2347424763680355	0.0002610626742540845	0.0008850262527531691	0.11066708094891098
Tesc	3.3959968482530747	0.1844369358421646	6.230340207059209	0.0002623022961923215	0.0008887225778217927	0.9158362868956997
Ube2d3	0.9488833766107962	9.319283115747616	6.229895786735225	0.0002624277999716503	0.0008888054216815407	0.10431116892666648
Fcgr2b	0.7383047429245311	7.3991602113097095	6.22972498807473	0.000262476050951814	0.0008888054216815407	0.034494305639602985
Gm8839	2.943684498618245	0.4648233592429295	6.228334731788343	0.00026286916588490346	0.0008898835055517943	0.8863182263467495
Vav1	0.7233684262896602	8.741429643869111	6.2261719711253285	0.00026348201060066547	0.000891690387971121	0.07410775541168846
Xpc	0.7088430326483115	6.9942973949909995	6.225826364877152	0.0002635800884868012	0.000891690387971121	0.026047542999111606
Malt1	1.2604253951540656	5.813093854244396	6.225659006972233	0.00026362759664524997	0.000891690387971121	0.07166394979437296
Katna1	0.7228214845355962	6.356235988846729	6.225139744452259	0.00026377506072768227	0.0008919357776267495	0.03726455938208417
Il4ra	0.9351895944696178	6.1992078281722724	6.222785694601354	0.0002644447249775502	0.0008934310385974315	0.041911930314128654
Gm14548	5.465656045464944	1.7021940003042113	6.222557807218846	0.00026450965244614145	0.0008934310385974315	0.7055265229285768
Ralbp1	0.8474904075512422	5.62680085154008	6.220859502665808	0.0002649940717221139	0.0008947574215184857	0.08284796721752308
Cd79a	5.346485356916945	-0.022961766835429682	6.220627142892879	0.0002650604254741894	0.0008947574215184857	0.9214214747714076
Tg	6.354912106082452	0.10794313410842549	6.218020360021861	0.000265806089450636	0.0008965119832859129	0.9088350802887541
Treml2	1.06341693761137	6.380702691103173	6.214715453887306	0.0002667547817090355	0.0008986933873875995	0.023985484613644914
Rbm43	0.909432723761527	5.957521656522032	6.213387437968993	0.0002671370488012603	0.0008994722010825241	0.04601101186209888
Rnaseh2c	1.45059238012866	3.7928802899618552	6.2116625691879275	0.00026763445259441723	0.0009006375897651587	0.3535748424103877
Clic4	0.822030506941025	6.512422983009301	6.206325457625447	0.00026918001479211707	0.000904815713188861	0.009531930031253744
Mtpn	0.8819698950915189	9.16452069000364	6.2055296814819725	0.00026941130490353336	0.0009053375659558194	0.0684321954161673
Ythdf1	0.9243882867600526	4.7126143422274565	6.203868419643116	0.00026989485351137384	0.0009067065818020363	0.1823808039001209
Arhgef3	1.0415186463093828	5.470652850589947	6.2013994167983695	0.00027061528512143355	0.0009083579319582147	0.07592525574502407
Txnl4b	0.9229246841319281	6.216351036137879	6.187359566772077	0.0002747525591946194	0.0009214659069777854	-0.0008181719197475346
Smarcc2	0.7060316523980656	6.670857255800385	6.183260625497073	0.000275973571905067	0.0009247794390942097	-0.021488773772606606
Clasp1	0.8165990629066089	7.209929309895104	6.18114599616249	0.00027660582948557156	0.000926637311720657	-0.025512065680057816
Stap2	5.9983435370473	0.08599444254284472	6.178877471890893	0.0002772858788612189	0.0009286541979526504	0.868135796972191
Dcun1d3	1.653363156240446	3.5746521923037884	6.1737119025216165	0.00027884128996026624	0.0009328138236209413	0.34998703719495694
Ppm1h	0.8031614864472729	6.566543306909732	6.173148835804131	0.0002790114170157184	0.0009331207671317819	-0.03116117404976304
Fosl2	1.1520211306233286	4.914575000008861	6.171560790084033	0.00027949185261814393	0.0009344650371445161	0.11255907617883221
Tpcn2	1.8124141646961713	4.631320732705324	6.167063162877934	0.00028085749435740535	0.0009383647965970833	0.15241994663159808
Coro7	0.8341949508918702	8.504637884770874	6.166851537269808	0.0002809219327165008	0.0009383647965970833	-0.005788502882984936
Tfeb	2.0536501918643024	2.9509079005835606	6.165576345808912	0.0002813105642559471	0.0009392270269296989	0.4513546667163988
Net1	0.9526942558221059	5.60897161941379	6.163993261993211	0.00028179385601346385	0.0009402684236090551	0.017386089269765925
Rhbdf2	1.6807286266481443	4.936365821265474	6.1636704810049565	0.00028189250865457387	0.0009402684236090551	0.09996324653828559
Txn1	1.4024200464574132	5.422624228002744	6.160035211214117	0.0002830062047438344	0.0009435653524727225	0.03219761965152301
Actg-ps1	3.336556337527799	-1.0133737134914582	6.1576379843868505	0.0002837432727286364	0.0009452287087596936	0.8846667221054458
Trip11	0.8737684249082651	5.9797294463633115	6.157073074795474	0.0002839172720756436	0.0009455437877853461	-0.022244070380814662
Bora	0.6886360845493282	6.2978313353761575	6.152362473490524	0.00028537279152819655	0.0009482783863289057	-0.04623933793997015
Tmx4	1.040571867800388	8.568818329256464	6.152353527900787	0.0002853755634315865	0.0009482783863289057	-0.02039186561270334
Avl9	1.055534696012753	5.688592706406313	6.146056696775325	0.0002873341085940621	0.0009539877013164817	-0.011545545709141791
Rbl1	1.337751813821206	7.31983587201609	6.141900250579791	0.0002886350422042729	0.0009580398139069063	-0.070769313272387
Pacs1	2.157926327917619	5.572228546066807	6.137443926764201	0.0002900370605926047	0.0009621569360310815	-0.01054034509355084
Ugcg	1.1903477434639012	4.783973175242664	6.133995773013701	0.00029112705346787224	0.0009655038157628097	0.08833799648815344
Pcmt1	0.9378174802194597	6.913392086112525	6.130892114343644	0.00029211201508177103	0.0009685005991544322	-0.08623434095084903
Gabarapl2	1.2962987072021734	5.175929081738812	6.130500568850248	0.00029223653502897905	0.0009686437043583031	0.027052518261255543
Gtpbp1	0.897225923849799	6.349507388665989	6.129120505004872	0.00029267589254502823	0.0009698299962819666	-0.0762111950115445
Jdp2	2.808345815950572	0.07101086472956657	6.127922008672247	0.00029305803763771484	0.0009708260979729084	0.813794702992829
Rab21	1.1635569808508102	3.7145852819321465	6.127606016503376	0.0002931588846440117	0.0009708900363203347	0.2695833679244588
Nfkbiz	1.4270872130155299	3.5555119446552474	6.119152159911366	0.0002958711513957979	0.0009785116468106583	0.2894495725486381
Galnt3	2.086914243465099	2.5685174476321393	6.115394905301969	0.0002970854771812893	0.0009817096006995367	0.45418504860393316
Agpat1	0.8921249621062541	4.8843416959145785	6.114325622848755	0.00029743206842873017	0.0009825821883219926	0.04931721586753923
Slc43a3	0.7907628822213093	7.646407125469876	6.10675017269754	0.00029990034852426644	0.0009896379017544114	-0.10620228194535919
AW209491	0.832201868212084	5.892936657050554	6.102748495310816	0.0003012133164528083	0.0009934198741515612	-0.08053034276898163
Slk	0.9279204004049246	6.598309759888873	6.100940150413274	0.0003018087219966309	0.000994407163939898	-0.11785335193149216
Epc2	1.291833168836623	3.921930310964834	6.098928939544023	0.0003024724478091058	0.000996192797680557	0.19689564102877366
Nfkbie	1.047424124379173	4.12409849763506	6.097224266950558	0.0003030362731392022	0.0009975409411542282	0.1578467039938003
Ces1d	7.301206909806432	1.0962326269515372	6.09718476598365	0.0003030493519364055	0.0009975409411542282	0.6551411863100141
Zfp212	0.8772577798146459	5.096791601552969	6.096138138354391	0.0003033961180367692	0.0009984063519474222	-0.003280501373121858
Crtc3	1.2619542282923049	4.215781205859937	6.0942055200948095	0.00030403757952875957	0.0009999644811793955	0.13782491476363656
Agpat9	5.951694709534157	-0.8861003841293863	6.091988195243846	0.0003047753827943083	0.0010018375780091206	0.8169318783082584
Myo1g	0.7684799558157556	8.254981739475403	6.088688815702181	0.0003058768933710536	0.0010043492257241489	-0.10850769719021525
Atp11b	0.7824426652754202	8.440359510622935	6.08836501973405	0.0003059852303600258	0.0010044279439389212	-0.10182536626454564
Arsb	0.8387885510741029	7.658414015489315	6.0833055445580335	0.0003076835609455673	0.0010093294370994356	-0.13392049509063586
Ccdc186	1.051301769130303	4.49346571724131	6.074650470474609	0.00031061300186566225	0.0010170952695854167	0.06606280610149629
Tlr7	2.851683505199569	2.5185715837945293	6.0741500365169365	0.00031078331984533926	0.0010173731663675033	0.4136424191534189
Ccdc126	2.63548762849397	3.6491694089852684	6.070701921803322	0.0003119596575433511	0.0010198219886631353	0.21458416207645037
Msrb2	1.530991013153037	4.438875300815393	6.067155665781114	0.0003131746023232691	0.0010232318373383212	0.06645063239823035
Itgav	1.54731056409236	5.069636242503839	6.064469440195463	0.00031409837576713563	0.0010256871261337128	-0.037338864509465
Marcksl1	3.7769147969686014	5.677473478018882	6.060937702249651	0.000315317491783253	0.0010288216106252152	-0.11207148490688112
Mier3	1.0375958380689436	5.900186391762144	6.058535000974832	0.0003161498602078268	0.001031254859077914	-0.13398943829795407
Ppp4c	1.0279894793560587	7.551768978050578	6.0577718426530796	0.0003164147483003416	0.0010317416106666785	-0.16700786377977028
Oas1g	1.4693292254244286	3.398456507485376	6.057075944493634	0.00031665650416943364	0.0010320592221848555	0.24522405627234267
Dcaf5	0.8987648021729826	4.3042436856768695	6.051557238785163	0.00031858094001317304	0.0010377632480976303	0.07130439884333484
Fermt3	0.7329924861875181	9.057356456041362	6.04892799159273	0.0003195023227940902	0.0010396268530162443	-0.12279880672718235
Spryd3	1.1091632215202019	5.129206058420534	6.041922401857557	0.0003219717148018808	0.001046517946063662	-0.07245863862931312
Satb1	1.1829248077619638	5.039078463679432	6.033426005153278	0.00032499488732459265	0.001055192017585656	-0.07019226982166948
