gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ocstamp	-0.4048192592256197	-0.16481476947276819	-0.5578985661061833	0.5923382142342988	0.6495720831378987	-6.410146672936562
Slc19a2	-0.290743870241164	4.0198620452525695	-0.5584026120870107	0.5920101224763399	0.6493893972916255	-7.347204023220131
Tmem167	-0.08866853466407054	6.64023897047678	-0.5596062435936102	0.5912270639063961	0.648709743145291	-7.675164012587163
Slc13a1	-0.1946871054949597	1.2753821623938337	-0.5602847250320052	0.5907859091803964	0.6483451963039727	-6.76823487148856
Atp5k	-0.3055437172372998	0.6282393201664468	-0.5604493749850172	0.5906788796860585	0.6482874946111921	-6.602701729772503
Mpzl3	-0.6940324363938339	-1.4661445711384633	-0.564670976942364	0.5879383173952522	0.6455772025184794	-6.1285598237182
Gtpbp8	-0.10087832734021784	4.618886896612133	-0.5652695544675239	0.5875503064106353	0.645389237764095	-7.460630379573832
Paqr5	-0.4491230634155114	0.10095668338309062	-0.5685106223564426	0.585451845764995	0.6433216128913734	-6.466730178307556
Eme2	-0.09567236443151472	5.088152437535493	-0.5694470925401864	0.5848462968937731	0.6427155261969044	-7.537442642463668
Rimbp2	-0.20469668397606156	1.3392171344955308	-0.5694724773399943	0.5848298872046611	0.6427155261969044	-6.778273840164263
Tmed2	-0.09035872483584484	9.826350146661877	-0.5708293570898679	0.5839531228116676	0.6419117237739557	-7.566027178927206
Hyal3	-0.2037764383067422	1.4370069593410748	-0.5717506166329015	0.5833582582151176	0.6413170288374136	-6.800223306627547
Lix1	-0.40264292604568586	-0.2007549993636628	-0.5752375005900312	0.5811098203138765	0.6390921703903165	-6.391367915131712
Htr2b	-0.3721755350408866	-0.31360707997812215	-0.5775226818427407	0.5796389140106699	0.6377581471408406	-6.363925921016398
Slc25a35	-0.44391013183604233	1.167328957974084	-0.5804243482175813	0.5777742155933404	0.636024430503543	-6.729033459044407
Kat8	-0.11662887987338877	4.409658726966912	-0.5822917200023462	0.5765759782251343	0.6348574490657957	-7.4105863164972225
Irf3	-0.07632483866175477	6.077827708087012	-0.5834988501854285	0.5758021466792997	0.6341046944507299	-7.635636034342178
Leo1	-0.07420210117362025	5.352962028901027	-0.5838195691865198	0.5755966484673442	0.6339550135663459	-7.565024430132118
Pin1	-0.12169739794886425	4.9650112168700336	-0.583850990607856	0.5755765176697162	0.6339550135663459	-7.509211457503417
D17Wsu92e	-0.12715814894943644	5.1030225458988046	-0.584875791059334	0.5749201762728375	0.6333393666554826	-7.530030452118613
Zfp689	-0.18815438395460582	3.3459705596839977	-0.5849678959995998	0.5748612077393356	0.6333393666554826	-7.185393551346387
Gm16867	-0.14815307642168207	4.4256270936707125	-0.5876345599188854	0.5731554125595145	0.6316753070381912	-7.4103019137191914
Gm609	-0.7144723780521298	-0.7127882086286128	-0.588755253672953	0.5724393938914405	0.6310030019138496	-6.267130379702246
Tex261	-0.0818922454036688	6.819482425168504	-0.5910020502400248	0.5710054362144847	0.6296262422504042	-7.658482513009033
Cacul1	-0.09000123357270073	5.8150916951408	-0.5925141804886106	0.5700415149123323	0.6287090575772329	-7.609377284766369
Mx1	-0.24728913405170783	2.2119393389828126	-0.596069522348441	0.5677787996700285	0.6265036504978091	-6.9479478455133235
Zfp429	-0.21130574806023406	3.5385453681149106	-0.5969168161404693	0.5672403203275165	0.6260255148145542	-7.2197615398798645
Gm4459	-0.5731762535129543	0.21690464960508363	-0.6014253192449445	0.5643799786711317	0.6229842412440657	-6.4743875168318965
Crebl2	-0.258692773511363	1.099003857386631	-0.6035880014933568	0.563010860859082	0.6216458600935019	-6.697087776009898
Ywhaq	-0.07630214401743984	8.681074783816138	-0.6040421072255001	0.5627236267147657	0.6213949884842875	-7.602531153178027
Ifitm2	-0.12842583844161215	5.093841093345629	-0.6097810819027658	0.5591008907282745	0.617863610231037	-7.512680111231422
Ubxn1	-0.11941277354545043	5.488113013325584	-0.612785054618053	0.5572100521819865	0.6159835544362796	-7.562674204398822
Depdc5	-0.13207140012120444	5.640376415089369	-0.6136227710310559	0.556683421310519	0.615458521136878	-7.578798043230347
Zfp715	-0.10308752899501794	5.257592521887411	-0.6155930968091267	0.5554459223756297	0.6144897929570942	-7.532154484166375
Ccnk	-0.1305155058707279	2.9995595420363097	-0.6157715891601537	0.5553338966162343	0.6144229507585621	-7.092298643197187
Nup50	-0.07692313123493655	7.0241483434615555	-0.6159003158608916	0.5552531130963752	0.6144216261950596	-7.643060164457827
Rnf216	-0.11716701635344595	6.005839783301797	-0.6172777162401124	0.554389144990924	0.6136628077595706	-7.608826344276475
Aaed1	-0.18631666177578365	3.331163692232674	-0.6180218786842246	0.553922700730376	0.613260523981389	-7.160856669718954
Smim24	-0.2127009964940969	2.4428743239429336	-0.6184709405140063	0.5536413382992762	0.6130630369969478	-6.978716342787021
Atxn2	-0.10825409941496122	4.081586421597874	-0.6211679911179644	0.5519532519593335	0.6113643518306656	-7.320123626245323
Ccl25	-0.1476857850327522	3.093104195494681	-0.6216927383722142	0.5516251646367702	0.6111715252340766	-7.107853633064168
Slc4a1ap	-0.12148301412120155	4.9568080949121684	-0.6223417231400578	0.5512195593500042	0.6107789738130434	-7.482963656127353
Hdac7	-0.10237981233891791	4.622732559909054	-0.6234571357183557	0.5505228549495493	0.6100637668493424	-7.424133915601892
Swt1	-0.12173520093032497	4.652072541479911	-0.6254645497768526	0.5492703025409122	0.6088457519832513	-7.428146043243935
Tysnd1	-0.33235371005066483	5.459804322876192	-0.625677641488222	0.5491374401503399	0.6087551547886356	-7.5508000352450875
2700049A03Rik	-0.16768694644459714	5.095312036584737	-0.6266058622644085	0.5485589175677963	0.6082270881506969	-7.501745593919189
P2rx3	-0.6602429441071188	-0.23905023819179644	-0.6277043206871663	0.5478747590922864	0.6075816767653468	-6.349197546952971
Atg2a	-0.12030648664259758	5.528069244824253	-0.6311829858471282	0.545711464525142	0.6054228504062162	-7.5549966449035555
Prr5l	-0.40458591158978774	-0.19640875950551617	-0.6323168469353443	0.5450074435237823	0.6047398529910674	-6.356017734137172
Pak4	-0.14202274569271012	3.8506991452606623	-0.6335361769965845	0.5442509580322559	0.6039567439959026	-7.263441943173401
Iscu	-0.12259716262332265	5.074037040786285	-0.6335415663270636	0.5442476158231601	0.6039567439959026	-7.49386774495006
Ubr1	-0.09134082576587765	5.804970818291112	-0.634946846930784	0.5433765445454386	0.6031550568112989	-7.580498797281888
Csrnp2	-0.19853491735825735	2.070426040643267	-0.6361741552027466	0.542616471527702	0.6024041298672903	-6.893711987686465
Il17f	-0.25971696820325574	-0.32184597327887254	-0.6370179187313805	0.5420942967663365	0.6020685351958958	-6.323987837674386
Kansl2-ps	-0.3878475661671321	2.5727074020679663	-0.6385915041998769	0.5411212648332939	0.6010439200583262	-6.990854117442202
Pard6a	-0.17836828414717765	2.5176453330845154	-0.6416068257681914	0.5392596562526126	0.5990320458428443	-6.9779389713556075
Comtd1	-0.15066191957112007	3.5161347045786484	-0.643307085981422	0.5382116422114429	0.597923655143178	-7.184076667509879
Fam122b	-0.1745971407747664	4.757365039973451	-0.6435244022299572	0.5380777801957196	0.5978579232876121	-7.4349401946967175
Gm10382	-0.5159296788006714	-0.7845121689286405	-0.6446485796020455	0.5373856316978863	0.597173168844039	-6.215224013466392
Grcc10	-0.18607471220734695	3.098985447315309	-0.6489245551564169	0.5347578477674362	0.594697079723435	-7.090632277487682
Keap1	-0.08621059029292066	6.334382630170933	-0.6502666755168081	0.533934657407908	0.5939480548536441	-7.605953893403822
Rwdd1	-0.10271396529154675	4.770494501408193	-0.6503505076901817	0.533883264361886	0.5939463787602892	-7.432534868684254
Papd4	-0.07900088477378642	6.505448800912944	-0.6513782991573692	0.5332534236525246	0.5933565665427063	-7.61188444393494
Jam3	-0.318287963461956	0.7306050765400314	-0.6516421353167888	0.5330918149327595	0.5932321851191171	-6.570296488593601
Hsd17b14	-0.3366864183287409	0.03694587676306763	-0.6535463443800018	0.5319263024281348	0.5921012113602631	-6.396511900564053
Ccdc91	-0.13862243347757097	4.376268981197445	-0.6549519485117985	0.5310669655211646	0.5913105107542305	-7.355989378278171
Igip	-0.3784912755844638	1.1410038820014405	-0.6550213254474753	0.5310245727757608	0.5913105107542305	-6.673347430612673
Papd5	-0.18724061238143097	4.276666289701598	-0.6559011310833843	0.5304871465238528	0.5908306797486427	-7.3358720518094325
Phka1	-0.2566287105278513	2.878305937881588	-0.6561538273780821	0.5303328490762074	0.590714089353665	-7.040047552151986
Copb1	-0.0903091748367526	7.555866403014168	-0.6566295918210618	0.5300424194171831	0.5904458313604961	-7.607977516916693
Cbx7	-0.35620242839876726	1.377046059286844	-0.6588754890576979	0.5286727238305806	0.5890853954072899	-6.7289282854605394
Gprasp1	-0.144065755221348	4.1770043328691076	-0.661233713575025	0.5272368511779097	0.5875954273260502	-7.3121251099508005
Rps27a-ps2	-0.27750007707922464	3.3829115280557978	-0.661933511735049	0.5268112182638114	0.5871760311410726	-7.142133146963372
Cherp	-0.0785305341347966	6.769297042112526	-0.6630643452505371	0.5261238646744508	0.5864648191006471	-7.60945018271743
Tspan7	-0.3951483251055464	0.8327471118264099	-0.6637157481506765	0.5257281725094007	0.5860786162824836	-6.588238597976548
Clcn6	-0.15630812762475133	3.3071810283845364	-0.6641339310157608	0.5254742451261287	0.5858503944631228	-7.124182950700076
Usp50	-0.5355089343470856	0.003991625838897708	-0.6655954570209494	0.5245873739924994	0.5849711786789078	-6.3803507332805705
Gm16363	-0.3105879321690223	-0.4942338334611842	-0.6663441584833057	0.5241334093681422	0.584519705127117	-6.264922125819189
Emc7	-0.14041365110774606	5.722599770019582	-0.6683488870993449	0.522919059563767	0.5832747164292871	-7.549656565023493
Synb	-0.25998352444794337	0.03790759459602577	-0.6690551061529549	0.5224916852815362	0.5828526192225213	-6.385992577642041
Slc18a1	-0.34215137449836464	0.23074727289301	-0.6704306575926117	0.521659876917185	0.582033782642302	-6.431525297307305
Nipsnap3b	-0.10140684746752537	6.484048103322577	-0.671548588279902	0.5209844560629402	0.5813346704672321	-7.596931821577792
Pycard	-0.11801162313120184	5.524247041933431	-0.6718088294262551	0.5208273035024277	0.5812137853125788	-7.5263213471208354
Asxl2	-0.08943963028470314	6.179320136632889	-0.6718857076284138	0.5207808844451932	0.5812137853125788	-7.582635290131327
Aoc2	-0.30535296916491217	1.5036183545647022	-0.6729223671498425	0.5201551989900364	0.5805725882793075	-6.7486977895063704
Smarca4	-0.07714350919930002	7.521837103728406	-0.6734573655657935	0.5198324775721788	0.5803211887458378	-7.5968566287166635
Ilkap	-0.09519242465924638	6.124660976636221	-0.6752246065764294	0.5187673239627992	0.5792950439974759	-7.576846557083638
Mfn1	-0.15777688278661728	3.8876868799619464	-0.6799826178758173	0.5159062977304586	0.5763164177874686	-7.23887637385838
Tial1	-0.12996888552367292	5.1868144665961164	-0.681116872746838	0.5152257126519293	0.5757181919130803	-7.476993992181919
Plp1	-0.6658193472146918	-0.9830603955765216	-0.6820009282499777	0.5146956420480057	0.5751798680517698	-6.146242596694086
Plxna2	-0.32451795964266994	1.1956780783071728	-0.6824154418533659	0.5144472209788022	0.5750390842775359	-6.667805826857833
Als2	-0.1150513066149692	4.672379232448177	-0.685179302947328	0.5127927300170014	0.5733224005617822	-7.390155592325541
Rapgefl1	-0.42710172297618376	0.7538144700847761	-0.6901772598654066	0.5098093280751661	0.5702545903854687	-6.549050138339205
Dscc1	-0.15003489586832952	4.1529126015115185	-0.6910861023697629	0.5092679897071737	0.5697561253010346	-7.285843959602086
Nat6	-0.13126277493826555	4.07812689562658	-0.6919920263996205	0.5087287489983654	0.569259820072795	-7.269896246402668
Vps25	-0.12622320329585257	6.389393633682307	-0.6928274313816426	0.5082318020192241	0.5688106631736118	-7.577956156199671
1700016D06Rik	-0.3713682792207771	0.4137206139082731	-0.6935502707380797	0.5078020619558146	0.5683831296085295	-6.460204013038817
Uap1	-0.11659469893970265	5.917600274998958	-0.6935662516572608	0.5077925636162232	0.5683831296085295	-7.548663242499165
Reg2	-0.28206291196068856	2.7367697004225087	-0.6941930056419277	0.507420137407836	0.56806245002141	-6.984229361178023
Psmb9	-0.11615064636539962	5.791858473531271	-0.6952425594011766	0.5067968627079769	0.5675247787247152	-7.536597309492021
Slc9a8	-0.09888572195702672	5.450012255590725	-0.6988684838535347	0.5046473323449758	0.5653303668516448	-7.498029816210112
Acot13	-0.22192190192369665	1.8963058573281442	-0.7000268350110839	0.5039618512109273	0.5647218635780988	-6.813784057817848
Serac1	-0.2294947273515464	2.7658252271555086	-0.7001202715279811	0.5039065836676994	0.5647130821863355	-6.985702474566076
Daxx	-0.09485560535866178	5.854597738152766	-0.7015985387948971	0.5030327014228775	0.5637868156962044	-7.53751532144152
Cdca7l	-0.09369540032904489	7.530938147387801	-0.701695917603424	0.5029751693542516	0.5637754063577216	-7.576039855380069
Amigo3	-0.2985680638276129	1.522333731127546	-0.7043988661402096	0.5013799131668413	0.5623049402943117	-6.730162897900847
Tbp	-0.09837281478794058	6.119030830061041	-0.7063382272132694	0.5002373007793582	0.5611820694505831	-7.55369025863385
BC026585	-0.1359299446741069	4.831514291269601	-0.707791031546826	0.4993824384047938	0.5603456321191483	-7.401622155717243
Rapgef1	-0.11069411176322319	5.257701668624409	-0.707984203090996	0.499268842057079	0.5603067992771781	-7.467054890588766
Slc39a9	-0.09158776992781803	6.485096846335652	-0.7082073861686806	0.49913761763275477	0.5602651527798227	-7.570142802548302
Atxn7	-0.17410443154549338	4.1792528453759425	-0.7098266701175578	0.4981861891391728	0.5592499309721847	-7.277264485725124
Dsg2	-0.32329275731095897	-0.5484537539751961	-0.7107811412813309	0.49762592095156	0.5587263499480642	-6.2210164817178395
Cul1	-0.09561842946248333	7.267379405294614	-0.7114997016858915	0.49720439622010626	0.5583583796827566	-7.573523623433705
Insig1	-0.1359806304567881	4.799361011248816	-0.7125434953512915	0.4965924881883583	0.5577238151467404	-7.39252809656501
Mrpl13	-0.10833691105910592	4.0708153732425565	-0.7143438015952668	0.4955382178597191	0.5567498369196768	-7.251784051046169
Eif4a3	-0.08940844657805869	7.8933504800982766	-0.7155398042002544	0.49483862393396383	0.5561737615932949	-7.555390818088976
Gars	-0.09611854116351903	7.507861073988363	-0.7170003254028144	0.4939851602139309	0.5554242437913931	-7.565102717515743
Scyl1	-0.09589134951185052	5.933431515995014	-0.7170211077597209	0.49397302274328303	0.5554242437913931	-7.532404547978525
4933427D14Rik	-0.13133168132685702	4.0571136273765624	-0.7170342911944934	0.4939653233522796	0.5554242437913931	-7.246936061446966
Ywhag	-0.07846199531736886	7.362678209272933	-0.7171411884570036	0.49390289604407545	0.5554242437913931	-7.567819292541444
Gm4787	-0.4246064691356142	-0.14050244269372886	-0.7172264179713141	0.4938531261866923	0.5554242437913931	-6.30920908432847
Rbm22	-0.094714378180206	5.659240385821698	-0.7180755926567846	0.4933574255570484	0.5550853816558513	-7.506737686977618
Rdh16	-0.6661734167148671	-0.30278597963288245	-0.7186173296683648	0.49304135676186156	0.5547821938953524	-6.270736300295013
Zmat5	-0.21180750607080778	2.493168079524276	-0.7200696701902294	0.49219465112487126	0.5539341635591944	-6.916641557367325
Cwf19l1	-0.1581470338607467	4.641066085329829	-0.721131845012004	0.4915760019543819	0.5532902135818558	-7.357696841891927
Clasp2	-0.14377898005211343	5.127181742099465	-0.7212266984303864	0.49152078022641044	0.553280363938323	-7.438604814299629
Plcl1	-0.588156367076673	-0.719512617032609	-0.7233035986561546	0.4903126522957004	0.551972620861631	-6.173817233838654
Pcsk2	-0.33685273477153865	0.14386565227809084	-0.7259468410773481	0.48877785550340913	0.5504009408515643	-6.37002466563795
Map2k5	-0.1455229435671992	5.845486472341279	-0.7275777290396266	0.48783243123495434	0.5494402541181881	-7.517109641408294
Pts	-0.16151924351946878	5.6901990948104	-0.728046171148753	0.4875610945449981	0.5491866028053687	-7.502274106865795
Sap30bp	-0.18823060772876232	5.901739134793628	-0.7292024919648135	0.4868917346024555	0.548536429994023	-7.520626471053089
Gon4l	-0.11810964729419826	5.754252987508173	-0.7304555715647232	0.4861670361111319	0.5477718114828368	-7.506636643481571
Akap10	-0.1276458547024255	6.019441243749856	-0.7305018428656471	0.4861402892379384	0.5477718114828368	-7.528721802516709
Bola2	-0.25397136038122925	2.593319602055888	-0.7307830524036247	0.4859777581146717	0.5476622042700692	-6.928206312055749
Cby1	-0.19285771073952862	4.123476448965373	-0.7319174108468647	0.4853224889834926	0.5469755351985481	-7.249239181370214
Srpk3	-0.9984984758476756	-0.11660760757002407	-0.7319924356111435	0.4852791706898808	0.5469755351985481	-6.303699215230711
5730480H06Rik	-0.15963371386070335	3.889865745814929	-0.7330716721884438	0.4846563116888818	0.5464833835560021	-7.199732425281682
Gm17132	-0.17694604994882113	5.478606780226804	-0.7332448194615364	0.48455643168798235	0.546422511429922	-7.475384719804089
Acot9	-0.09233154095442675	6.7867313161080896	-0.733780365280817	0.4842475867491539	0.5461259607687247	-7.557376292894639
4931406P16Rik	-0.18088563349977793	4.200296983140136	-0.7345170741345144	0.48382294181940244	0.5457504448414785	-7.262723337688192
Reep6	-0.40837388670099245	0.24981725799915902	-0.7366109190957117	0.48261735552143503	0.5444421295090208	-6.38765027891408
Gm6483	-0.12345854735150752	5.571319783640735	-0.7407741498959246	0.48022608567298086	0.542001305907907	-7.480084103938232
Ctla2a	-0.27296976173422616	1.6468110736662867	-0.7426892413973476	0.47912870194027835	0.5408653005879354	-6.728922479555556
Srp9	-0.10167021240303775	5.789319863536034	-0.7431241989503895	0.4788796918266093	0.5406867340813285	-7.500023634418566
Zfp939	-0.8345050929438373	0.5606798408128413	-0.7431824777915899	0.4788463340399616	0.5406867340813285	-6.460061714018698
Rara	-0.23454411141450704	2.148925624009773	-0.7452022712250213	0.4776911798433453	0.5394983103030611	-6.829703675689537
Pak1ip1	-0.09747967231909804	6.08732308012307	-0.7473193812728522	0.4764823314285128	0.538204233445693	-7.520251317450911
Erich1	-0.1420215948202337	3.5898992396700695	-0.7474401175096637	0.47641345284341674	0.538204233445693	-7.123664922265051
Nol7	-0.21111465764554893	4.383503002368753	-0.7485142094822803	0.4758009840516566	0.5376695630333166	-7.287979118045693
Itpkc	-0.45398751710349844	-0.18123522565238626	-0.7492181263179888	0.47539987737166434	0.5372672937813987	-6.275520019113048
Gipc2	-0.3793774444959821	-0.18608113395445064	-0.750169499102966	0.4748581185311257	0.5367059767639627	-6.2736645896083365
Syvn1	-0.15076126202155393	5.675242213569932	-0.7505649390740725	0.4746330549718055	0.5366044205198287	-7.4832581101257185
Ccdc149	-0.7267936851428867	-0.5080148850128506	-0.7506764645203197	0.4745695932702254	0.5365836255911969	-6.2000461288453375
Gm12057	-0.5271505935271574	-0.08467859964754552	-0.7525066871538197	0.4735289337331441	0.5356613287436403	-6.295444367765124
Uqcc3	-0.2399929093843367	2.2505725534768155	-0.7533666702548745	0.47304046953889467	0.5352104751810396	-6.843248209147293
Blvra	-0.14072798568083833	4.738636401548876	-0.7546998972733979	0.47228386353079854	0.5344963378284617	-7.349361710163739
Rida	-0.22877102843802044	3.3211827290720777	-0.7548418191691367	0.47220336996509726	0.5344665198977514	-7.059330773924781
Cdk9	-0.12391026539745464	4.822239802564125	-0.7570338607805479	0.47096126489356005	0.5332634160554185	-7.362070218554115
Zfp933	-0.2889040939727838	3.1051733549586866	-0.7585740263155135	0.4700898345285609	0.5324286120526109	-7.010532772254824
Rasa1	-0.17549203788385093	4.385951339366229	-0.760703684752367	0.4688866273974165	0.531369140090771	-7.278816469094089
Fbrsl1	-0.2362848928552137	3.359846914526212	-0.7621236642455924	0.46808550805001725	0.5305117619079966	-7.061924843800306
Glyat	-0.42704138134585934	-0.2669856051494909	-0.7643838132710279	0.46681226013568	0.5292824062548581	-6.243956501629784
Gm3200	-0.8193526116652926	0.009866780617986329	-0.7645019527511009	0.4667457700087265	0.5292824062548581	-6.308325638447597
Mmp12	-0.2145517199412179	2.3415722058137876	-0.7648284737031991	0.4665620333859374	0.5292385260568759	-6.852060311683093
Zbtb39	-0.27028367408674625	1.2337019083237188	-0.7648638254467116	0.4665421434912269	0.5292385260568759	-6.614923520566061
Rapsn	-0.5037791649235535	-0.32859843279598566	-0.7653390468080928	0.4662748252171347	0.529063953972668	-6.229138879639423
Gm43213	-0.6140807315743295	-0.5589210001712589	-0.7660645272096475	0.46586692954926756	0.5287019028894844	-6.17670447606105
Vps33a	-0.1117223309722295	5.90377170237598	-0.7667825662858303	0.46546345170491477	0.5282943618683236	-7.491269802024179
Plcb1	-0.15575615875950577	3.5196885193534793	-0.7688559578280006	0.4642996863525254	0.5271242553364325	-7.091320034009271
Tmem234	-0.09988741122874334	6.123190760008937	-0.7713215379378712	0.4629183199276974	0.5257063637027055	-7.503460218174532
Dhx8	-0.13460347228012015	6.205427201456747	-0.7742332382232594	0.46129055079402526	0.5240577574192429	-7.506115216302038
0610011F06Rik	-0.24679100756242578	3.284182811067815	-0.7753161227668953	0.4606861493259241	0.5235209787032978	-7.0350560250676315
Agap3	-0.21128190372870304	3.4921305350889194	-0.7757962518895852	0.46041833982231783	0.5232665859034475	-7.079719034244464
Cd300a	-0.11059247248355675	6.426425340572185	-0.775921136924078	0.46034869775439347	0.5232373838151607	-7.5151460207840355
Tas1r1	-0.32229494486076504	1.9413904037567034	-0.7759930285839932	0.46030861061481443	0.5232373838151607	-6.764151679640317
Tmem243	-0.24770993913420325	2.7342669366409367	-0.7773098508639001	0.45957475825295035	0.5226071701776148	-6.919612632349377
Arntl2	-0.22831502655116243	1.748639005314787	-0.7790678672641367	0.458596257272331	0.5216937740382547	-6.722064505045392
Patz1	-0.2164637253591586	6.372205981055893	-0.7796935003519059	0.4582483717551247	0.521397659988199	-7.5099713177327185
Csrp2	-0.2816290349466297	2.227697559911103	-0.7800395599930687	0.45805602027885495	0.5212286129637816	-6.81748584019508
Rad51	-0.08870966026463112	6.778185920751183	-0.786517560474616	0.45446535962592716	0.5175879636221817	-7.515254807136397
Strip2	-0.3972633816380359	0.838673946270849	-0.7873078074184678	0.454028641152442	0.5171895332530592	-6.4962762409828825
RP24-77E13.4	-0.4401080491256617	-0.11081244825811773	-0.7874390068586072	0.45395616315196485	0.5171564518694186	-6.261708834740161
Trim35	-0.10173355663295869	7.169616667143846	-0.7877425555106656	0.45378850492087286	0.5170644022957137	-7.514665089097005
Ube3c	-0.20635683625766355	5.045255751387395	-0.7907860642497714	0.4521098065934178	0.5153489092677102	-7.3712205976654745
Rnf168	-0.09909061362742744	6.103888170432883	-0.7908713878153546	0.4520628056320569	0.5153446729083943	-7.486274647289648
Gm17709	-0.752335645728565	-1.0081249555908687	-0.7915953701024961	0.45166412918623644	0.5149394926832644	-6.058250758628062
Arhgef15	-0.465410479061091	0.945702790619259	-0.7916279878530902	0.4516461731309892	0.5149394926832644	-6.520276147332196
Gm9923	-0.8801963370748844	0.361297474380051	-0.7925930882365095	0.4511151048518154	0.5144355262584808	-6.370899964140549
Gm38394	-0.15956683140949135	3.9723867375121014	-0.7926018680458282	0.4511102755083056	0.5144355262584808	-7.169691656100664
Gm5069	-0.38010593727474873	-0.3716369111579699	-0.7927240346226696	0.45104308129094894	0.5144355262584808	-6.197546490146891
Ly6h	-0.3664025740626648	-0.5205593715165644	-0.7931595286634621	0.4508036055460314	0.514253878282174	-6.163712724816151
Dld	-0.10428882647939819	6.930312695443252	-0.7943070597933549	0.45017299787422604	0.513731401580613	-7.509969673919625
Rab9	-0.1137742163701363	4.979171816872723	-0.7957854679331063	0.4493614454342323	0.5130019531441145	-7.356659943574919
Map3k1	-0.13986113271390632	6.916851840997262	-0.7959883814609734	0.44925013641526934	0.5129240625393361	-7.508522854051516
H2-Q10	-0.19514822908767915	3.5543373092354487	-0.7972456211003234	0.448560890597811	0.5121862437381355	-7.07575105849946
Mib2	-0.17739019282237667	5.293344879213152	-0.7980890339915655	0.44809891696199444	0.5117569021917991	-7.400538201961143
Msl3l2	-0.8018091429114821	0.7388171213044894	-0.7988157492631145	0.4477011235428542	0.5113516478224502	-6.461193415242949
Prr15l	-0.42411063370176216	-0.5210198989377489	-0.7989251454642907	0.44764126248236213	0.5113323295706613	-6.158938538555316
Ost4	-0.23903133939237842	3.6250063698003157	-0.8015553339158773	0.44620367824696505	0.5098369475247951	-7.087594637372335
Msh3	-0.1053229827595139	5.28052378600006	-0.8018326074171737	0.44605231237988063	0.5097610211105923	-7.3957565650447785
Gtf3c2	-0.10472975663814577	7.19583665157243	-0.8040125440729264	0.4448634884701639	0.5087450479037336	-7.500896689317423
Srsf3	-0.09928138039417611	9.164579955708676	-0.808931311139005	0.44218901445921843	0.5058808884550259	-7.426780523997869
Cbr4	-0.28035921309438105	3.2977832619785397	-0.8091276997662282	0.4420824616408826	0.5058075906492744	-7.010127491932046
Slc25a17	-0.10486594447454056	6.382912756706488	-0.8129709322620375	0.4400008190953014	0.5037163223219865	-7.482820031791858
Uqcrh	-0.22436764319778435	3.672146182992068	-0.8133523185860986	0.4397946136736953	0.5035286729876927	-7.087985919553973
Nhlrc3	-0.23153086622497998	4.402426858201614	-0.8138189404414847	0.43954241409707284	0.503336730041334	-7.238418399520068
Gm10451	-0.4975756325898173	0.43100945912536076	-0.8144512390612245	0.439200828416742	0.5029939460494162	-6.370216309314994
Auh	-0.1729321284751144	4.999375945823712	-0.8153790292494604	0.438699940637867	0.5024686381177916	-7.3434822158822195
Mkl2	-0.35038873461809716	3.793591637057016	-0.8157646665443398	0.4384918617164574	0.5022786324414221	-7.112326907912515
Snapin	-0.13304866600524612	5.958540941742632	-0.819042658155056	0.43672589675259177	0.5005929071663	-7.452406236838906
Prim1	-0.11424192115906973	6.781835400044799	-0.8198578213296601	0.4362875039481715	0.5002774486773968	-7.487459826418949
Psrc1	-0.2140562442696763	3.2045324163762534	-0.8220214586366058	0.4351253796972848	0.49919086246635896	-6.9793281467340655
Tbxas1	-0.13387685919773862	5.285716534643272	-0.8230748092821166	0.4345603837389822	0.49863877494181974	-7.37852515523107
Sh2d1b1	-0.4154419943973111	2.246306878054255	-0.8240886953161106	0.43401703560832683	0.49811131925513197	-6.784553261450939
Fam114a1	-0.29508096514683757	2.9962655142073036	-0.8256779692036926	0.4331662806567296	0.4971828533210279	-6.9326724429536615
Paip2b	-0.16047804083902495	4.315850519492425	-0.8278894214464807	0.43198439214269924	0.4959219142658352	-7.209646230196155
Rbbp6	-0.12091997980193181	5.462468357845629	-0.8282253316356946	0.4318050643255622	0.4957638472382009	-7.396111433189343
Acot11	-0.20246360016307774	3.118462622733687	-0.8287701496967617	0.4315143196352851	0.49552560663365197	-6.95545963739496
Gm5464	-0.5286782222275157	0.7394377380024062	-0.829287138727214	0.43123855181828363	0.49528297994091897	-6.435909673499845
Map1lc3b	-0.11571974504304272	7.2384223408905175	-0.8316490353941849	0.42998024763019427	0.4939545376577666	-7.476955795661842
Rab11fip2	-0.5168986012198122	0.5810173734872147	-0.8317256714231172	0.4299394624988806	0.4939545376577666	-6.39342855828057
Gm3244	-0.34391958981077786	1.1615759291381837	-0.8317755831963677	0.42991290126792736	0.4939545376577666	-6.541781523224885
Tram2	-0.20181744830466997	4.328792856768114	-0.8348962071820172	0.42825448708815717	0.49220947227257444	-7.2061463010975135
Zfp426	-0.1237518024465114	5.300566479517462	-0.8350683592391076	0.4281631291495269	0.4921519806578748	-7.370172447554222
Phf6	-0.104138623205138	6.442081214202762	-0.8390961873625524	0.4260295151568033	0.4899833276136882	-7.462753635755071
Asb3	-0.2996658299833106	4.594487680180054	-0.839227647952162	0.4259600035351092	0.48995071027813836	-7.2530606108554405
Oxld1	-0.2503446718668878	0.9736931031436528	-0.840404970619709	0.42533783134637904	0.4893296183215759	-6.486597033944967
